Name:		lavras11
Optimal value:	10182
#Vehicles:	3
Capacity:	5400
Depot Node:	1280
#Nodes:		1314
#Edges:		1454
#Arcs:		477
#Required N:	40
#Required E:	101
#Required A:	16

ReN.	DEMAND	S. COST
N57	1	20
N750	1	20
N756	1	20
N931	1	20
N967	1	20
N1164	1	20
N1281	1	20
N1282	1	20
N1283	1	20
N1284	1	20
N1285	1	20
N1286	1	20
N1287	1	20
N1288	1	20
N1289	1	20
N1290	1	20
N1291	1	20
N1292	1	20
N1293	1	20
N1294	1	20
N1295	1	20
N1296	1	20
N1297	1	20
N1298	1	20
N1299	1	20
N1300	1	20
N1301	1	20
N1302	1	20
N1303	1	20
N1304	1	20
N1305	1	20
N1306	1	20
N1307	1	20
N1308	1	20
N1309	1	20
N1310	1	20
N1311	1	20
N1312	1	20
N1313	1	20
N1314	1	20

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrE1122	191	204	18
NrE1123	204	209	21
NrE1124	237	1055	3
NrE1125	1176	479	10
NrE1126	1177	794	17
NrE1127	1177	270	7
NrE1128	270	220	12
NrE1129	220	228	11
NrE1130	228	213	11
NrE1131	213	257	11
NrE1132	257	976	12
NrE1133	31	935	19
NrE1134	935	1168	15
NrE1135	1168	449	17
NrE1136	449	1173	17
NrE1137	1173	1056	2
NrE1138	901	936	7
NrE1139	51	324	11
NrE1140	324	1003	5
NrE1141	1003	1179	20
NrE1142	1179	336	15
NrE1143	336	881	14
NrE1144	368	1171	6
NrE1145	1172	868	14
NrE1146	868	373	1
NrE1147	373	647	10
NrE1148	1171	1172	4
NrE1149	1108	1180	6
NrE1150	577	587	9
NrE1151	654	1181	20
NrE1152	601	653	16
NrE1153	653	531	11
NrE1154	531	738	24
NrE1155	496	536	15
NrE1156	536	1102	14
NrE1157	1102	579	5
NrE1158	579	584	33
NrE1159	584	1182	5
NrE1160	652	530	11
NrE1161	530	740	3
NrE1162	740	739	23
NrE1163	578	599	4
NrE1164	599	1107	18
NrE1165	549	496	7
NrE1166	506	1185	25
NrE1167	1185	1186	7
NrE1168	1186	1187	4
NrE1169	1188	1187	6
NrE1170	1185	1189	6
NrE1171	1188	1190	4
NrE1172	1190	1189	7
NrE1173	1190	1186	6
NrE1174	739	564	27
NrE1175	1182	1191	9
NrE1176	601	1181	12
NrE1177	1181	1192	5
NrE1178	600	1191	22
NrE1179	576	586	7
NrE1180	571	692	9
NrE1181	692	675	10
NrE1183	684	685	10
NrE1184	685	688	12
NrE1185	688	689	12
NrE1186	689	690	9
NrE1187	690	691	10
NrE1189	723	731	3
NrE1191	729	718	10
NrE1192	718	713	10
NrE1193	525	528	9
NrE1194	483	592	18
NrE1195	483	15	15
NrE1196	589	1193	16
NrE1197	1193	1194	18
NrE1198	1194	1195	7
NrE1199	594	977	17
NrE1200	977	611	18
NrE1201	611	1196	15
NrE1202	445	594	6
NrE1203	1197	1198	2
NrE1204	1199	1197	3
NrE1205	1199	1012	3
NrE1206	439	1199	4
NrE1207	1197	999	11
NrE1208	999	1200	16
NrE1209	1198	1199	2
NrE1210	1200	1201	2
NrE1211	1202	1201	3
NrE1212	1202	1203	4
NrE1213	1200	1202	4
NrE1214	1201	998	13
NrE1215	998	1013	14
NrE1216	1204	1203	2
NrE1217	1203	1195	9
NrE1218	1195	1205	17
NrE1219	1204	1202	3
NrE1220	1068	1101	14
NrE1221	1101	1029	20
NrE1222	1206	1011	7
NrE1223	1011	1207	9
NrE1224	1207	1200	15
NrE1225	446	1208	21
NrE1226	1069	1208	7
NrE1227	1208	433	10
NrE1228	433	1101	9
NrE1229	611	1194	11
NrE1230	1194	1204	8
NrE1231	977	1193	8
NrE1232	1193	1207	13
NrE1233	1207	1000	13
NrE1234	1000	1198	8
NrE1235	589	1206	14
NrE1236	1206	1002	12
NrE1237	1002	553	13
NrE1238	1196	1205	4
NrE1239	1205	1209	5
NrE1240	1196	1209	6
NrE1241	429	446	10
NrE1242	446	434	10
NrE1243	434	1029	10
NrE1244	1029	930	9
NrE1245	930	21	19
NrE1246	1209	429	5
NrE1247	997	1154	11
NrE1248	849	1212	14
NrE1249	1213	590	13
NrE1250	590	523	4
NrE1251	523	509	6
NrE1252	509	882	10
NrE1253	610	413	31
NrE1254	413	1213	7
NrE1255	581	602	29
NrE1256	1006	1214	31
NrE1257	1215	539	7
NrE1258	539	1216	12
NrE1259	556	489	43
NrE1260	1216	547	34
NrE1261	547	493	4
NrE1262	828	831	2
NrE1263	635	1106	6
NrE1264	637	1214	1
NrE1265	1214	832	1
NrE1266	832	829	4
NrE1267	829	635	1
NrE1268	1106	1113	2
NrE1269	1113	1114	3
NrE1270	1114	636	5
NrE1271	1219	1220	10
NrE1272	1220	1221	10
NrE1274	1117	1222	27
NrE1277	1119	1115	2
NrE1280	1226	1224	10
NrE1281	1118	1223	17
NrE1282	1223	1220	19
NrE1284	963	341	14
NrE1285	1157	330	19
NrE1286	330	346	18
NrE1287	346	354	8
NrE1288	354	317	12
NrE1289	1139	111	1
NrE1290	1128	1037	4
NrE1291	1233	1098	16
NrE1292	1235	1232	1
NrE1293	1232	1234	2
NrE1294	1234	1230	1
NrE1295	1230	1231	2
NrE1296	1231	1095	1
NrE1297	1095	1097	1
NrE1298	1097	1235	1
NrE1299	975	1175	2
NrE1300	881	60	21
NrE1301	60	879	13
NrE1302	594	589	2
NrE1303	1236	1227	6
NrE1304	800	1236	2
NrE1305	1170	480	15
NrE1307	1078	1081	10
NrE1308	1081	1082	10
NrE1310	657	185	28
NrE1311	185	1237	8
NrE1312	1237	1238	6
NrE1313	1238	206	9
NrE1314	206	656	11
NrE1315	656	182	4
NrE1316	182	202	8
NrE1317	202	1239	8
NrE1318	1239	193	11
NrE1319	193	1240	9
NrE1320	1240	1026	17
NrE1321	1026	1241	20
NrE1322	1241	230	9
NrE1323	230	1054	10
NrE1324	1242	1243	13
NrE1325	1244	1245	25
NrE1326	1245	1246	25
NrE1327	1246	1247	22
NrE1328	1248	1249	13
NrE1329	1249	1250	10
NrE1330	1250	1242	15
NrE1331	1242	1251	19
NrE1332	1252	1253	25
NrE1333	1253	1254	25
NrE1334	1254	1255	22
NrE1335	1256	1257	13
NrE1336	1257	1253	13
NrE1337	1253	1245	13
NrE1338	1245	1258	13
NrE1339	1259	1260	14
NrE1340	1260	1254	14
NrE1341	1254	1246	13
NrE1342	1246	1261	13
NrE1343	1262	1263	13
NrE1344	1263	1252	13
NrE1345	1252	1244	13
NrE1346	1244	1264	14
NrE1347	1265	1266	13
NrE1348	1266	1255	13
NrE1349	1255	1247	14
NrE1350	1247	1267	13
NrE1351	1268	1251	13
NrE1352	1251	1267	8
NrE1353	1267	1261	22
NrE1354	1261	1258	25
NrE1355	1258	1264	25
NrE1356	1264	1269	6
NrE1357	1269	1270	8
NrE1358	1270	1271	15
NrE1359	1271	1272	20
NrE1360	1263	1257	24
NrE1361	1257	1260	25
NrE1362	1260	1266	22
NrE1363	1266	1249	19
NrE1364	1249	1273	13
NrE1365	1274	1275	14
NrE1366	1275	1262	27
NrE1367	1262	1256	24
NrE1368	1256	1259	24
NrE1369	1259	1265	22
NrE1370	1265	1248	19
NrE1371	1248	1276	19
NrE1372	1268	1243	20
NrE1373	1243	1273	27
NrE1374	1273	1276	15
NrE1375	838	1277	16
NrE1376	1277	1278	10
NrE1377	1276	304	13
NrE1378	1274	1272	65
NrE1379	1269	1270	20
NrE1380	1279	1268	6
NrE1381	1278	1279	2
NrE1382	956	1134	5
NrE1383	815	393	56
NrE1384	174	175	11
NrE1385	130	98	9
NrE1386	674	571	10
NrE1387	74	168	24
NrE1388	970	299	32
NrE1389	352	1156	18
NrE1390	1156	1157	3
NrE1391	1053	1174	2
NrE1392	866	1169	28
NrE1393	30	639	26
NrE1394	1182	652	28
NrE1395	1192	576	17
NrE1396	272	1280	14
NrE1397	1280	975	20
NrE1398	617	1283	14
NrE1399	1283	1281	16
NrE1400	1281	1284	13
NrE1401	1284	1052	17
NrE1402	543	1285	6
NrE1403	1285	1282	13
NrE1404	1282	1286	10
NrE1405	1286	544	7
NrE1406	302	1287	10
NrE1407	1287	303	12
NrE1408	889	1288	5
NrE1409	1288	891	15
NrE1410	268	1290	5
NrE1411	267	1291	10
NrE1412	1291	244	18
NrE1413	921	1292	5
NrE1414	1292	916	12
NrE1415	920	1293	11
NrE1416	1293	915	5
NrE1417	264	1294	7
NrE1418	1294	265	5
NrE1419	699	1295	5
NrE1420	1295	702	6
NrE1421	722	1296	19
NrE1422	1296	733	7
NrE1423	731	1297	18
NrE1424	1297	732	8
NrE1425	712	1298	24
NrE1426	1298	713	4
NrE1427	695	1299	5
NrE1428	1299	697	5
NrE1429	689	1300	5
NrE1430	1300	679	27
NrE1431	690	1301	27
NrE1432	1301	680	7
NrE1433	759	1304	38
NrE1434	1304	742	9
NrE1435	22	1305	6
NrE1436	1305	23	22
NrE1437	27	1306	19
NrE1438	1306	61	8
NrE1439	66	1307	16
NrE1440	1307	795	4
NrE1441	941	1308	10
NrE1442	1308	902	4
NrE1443	254	1309	4
NrE1444	1309	255	14
NrE1445	1074	1310	19
NrE1446	1310	1081	22
NrE1447	1219	1311	32
NrE1448	1311	1224	4
NrE1449	1225	1312	28
NrE1450	1312	1221	8
NrE1451	666	1313	20
NrE1452	1313	670	8
NrE1453	670	1314	24
NrE1454	1314	671	6

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A20	132	133	14	1	21
A21	134	135	15	1	23
A26	276	277	12	1	18
A31	284	285	6	1	9
A32	285	286	5	1	8
A33	286	287	7	1	11
A34	287	288	6	1	9
A35	288	289	4	1	6
A36	290	291	2	1	3
A38	289	293	4	1	6
A39	291	294	5	1	8
A40	294	295	6	1	9
A41	295	296	7	1	11
A42	296	297	5	1	8
A43	297	298	6	1	9
A210	923	932	23	1	35

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	32
NrA2	2	3	16
NrA3	3	4	17
NrA4	4	5	22
NrA5	5	6	6
NrA6	6	7	13
NrA7	8	9	24
NrA8	15	16	21
NrA9	16	17	23
NrA10	17	18	19
NrA11	18	19	17
NrA12	19	20	17
NrA13	20	21	42
NrA14	47	48	13
NrA15	51	52	30
NrA16	52	53	15
NrA17	53	54	8
NrA18	54	40	16
NrA19	40	55	18
NrA22	156	157	12
NrA23	198	199	12
NrA24	199	200	9
NrA25	200	201	16
NrA27	277	278	8
NrA28	280	281	5
NrA29	282	283	1
NrA30	283	280	6
NrA37	292	290	2
NrA44	304	305	64
NrA45	305	306	6
NrA46	310	311	26
NrA47	318	199	17
NrA48	199	319	21
NrA49	340	341	19
NrA50	320	342	11
NrA51	344	345	11
NrA52	374	375	3
NrA53	376	377	17
NrA54	304	381	7
NrA55	5	54	23
NrA56	384	360	5
NrA57	391	392	14
NrA58	392	381	37
NrA59	1	398	18
NrA60	398	399	9
NrA61	53	370	11
NrA62	370	6	14
NrA63	409	384	14
NrA64	384	361	8
NrA65	410	411	11
NrA66	411	412	7
NrA67	418	406	9
NrA68	406	419	7
NrA69	419	416	6
NrA70	416	201	13
NrA71	201	420	14
NrA72	420	409	3
NrA73	409	378	33
NrA74	378	421	15
NrA75	421	422	3
NrA76	422	423	19
NrA77	423	424	33
NrA78	427	428	15
NrA79	440	437	12
NrA80	437	441	10
NrA81	420	427	13
NrA82	399	438	15
NrA83	446	447	44
NrA84	496	497	25
NrA85	511	512	35
NrA86	556	541	3
NrA87	560	17	16
NrA88	578	534	8
NrA89	534	579	6
NrA90	619	620	12
NrA91	620	72	5
NrA92	72	156	5
NrA93	623	624	12
NrA94	624	1	24
NrA95	1	625	14
NrA96	626	627	23
NrA97	318	628	6
NrA98	422	560	13
NrA99	629	5	17
NrA100	630	436	22
NrA101	631	305	6
NrA102	306	633	4
NrA103	634	391	9
NrA104	649	8	5
NrA105	649	650	12
NrA106	650	400	21
NrA107	400	651	17
NrA108	655	649	40
NrA109	655	333	6
NrA110	91	105	5
NrA111	404	379	2
NrA112	803	404	27
NrA113	804	380	25
NrA114	380	805	13
NrA115	629	650	23
NrA116	650	333	40
NrA117	806	55	13
NrA118	801	807	4
NrA119	811	812	14
NrA120	623	626	3
NrA121	813	814	22
NrA122	815	627	21
NrA123	340	816	16
NrA124	817	818	22
NrA125	628	411	9
NrA126	396	386	20
NrA127	386	821	13
NrA128	822	823	16
NrA129	823	385	15
NrA130	385	629	12
NrA131	7	649	7
NrA132	7	8	7
NrA133	8	369	11
NrA134	607	824	18
NrA135	824	825	7
NrA136	825	826	12
NrA137	826	827	5
NrA138	827	828	9
NrA139	828	829	27
NrA140	830	831	21
NrA141	832	830	4
NrA142	833	834	12
NrA143	835	836	12
NrA144	839	840	8
NrA145	840	813	7
NrA146	813	811	22
NrA147	839	841	8
NrA148	842	840	11
NrA149	628	812	4
NrA150	812	842	26
NrA151	842	843	6
NrA152	427	200	20
NrA153	200	853	19
NrA154	853	854	2
NrA155	319	428	14
NrA156	428	856	5
NrA157	319	857	10
NrA158	856	858	16
NrA159	858	859	2
NrA160	860	861	5
NrA161	861	857	14
NrA162	857	198	24
NrA163	20	857	16
NrA164	861	19	17
NrA165	860	856	7
NrA166	858	862	3
NrA167	863	859	4
NrA168	863	862	4
NrA169	862	860	15
NrA170	859	378	14
NrA171	421	363	16
NrA172	32	455	12
NrA173	455	865	10
NrA174	865	866	15
NrA175	866	448	18
NrA176	448	867	16
NrA177	424	870	6
NrA178	870	871	14
NrA179	871	869	12
NrA180	615	873	3
NrA181	874	615	10
NrA182	875	15	4
NrA183	876	877	4
NrA184	883	326	7
NrA185	326	884	10
NrA186	311	890	14
NrA187	885	311	13
NrA188	889	276	11
NrA189	276	326	29
NrA190	494	634	4
NrA191	892	614	16
NrA192	612	896	11
NrA193	381	595	7
NrA194	595	612	17
NrA195	897	898	12
NrA196	908	909	14
NrA197	909	395	21
NrA198	910	911	17
NrA199	908	364	20
NrA200	907	908	18
NrA201	364	907	25
NrA202	890	913	21
NrA203	881	914	10
NrA204	921	922	14
NrA205	922	923	8
NrA206	69	924	6
NrA207	924	925	2
NrA208	926	927	5
NrA209	928	929	13
NrA211	379	405	11
NrA212	405	417	8
NrA213	417	804	3
NrA214	943	920	4
NrA215	633	820	9
NrA216	633	945	4
NrA217	805	402	17
NrA218	402	629	20
NrA219	805	396	16
NrA220	651	805	24
NrA221	157	619	10
NrA222	929	48	20
NrA223	497	537	12
NrA224	301	961	6
NrA225	961	962	5
NrA226	412	21	11
NrA227	836	833	14
NrA228	979	980	1
NrA229	980	981	23
NrA230	981	625	13
NrA231	625	819	12
NrA232	55	979	15
NrA233	818	376	12
NrA234	984	985	27
NrA235	985	912	4
NrA236	912	986	2
NrA237	278	891	11
NrA238	21	989	16
NrA239	989	990	16
NrA240	990	991	10
NrA241	991	897	16
NrA242	897	992	29
NrA243	377	822	18
NrA244	369	52	12
NrA245	831	1007	9
NrA246	1007	1008	5
NrA247	1008	1009	12
NrA248	1009	1010	7
NrA249	1010	605	17
NrA250	108	1014	4
NrA251	1019	283	1
NrA252	283	1020	3
NrA253	955	1021	6
NrA254	1022	1023	3
NrA255	1024	282	3
NrA256	282	1019	1
NrA257	1025	1022	4
NrA258	9	978	3
NrA259	925	926	5
NrA260	1028	387	11
NrA261	1053	1054	2
NrA262	1054	238	7
NrA263	238	1055	12
NrA264	1055	240	11
NrA265	240	1056	12
NrA266	1056	1057	20
NrA267	1057	975	18
NrA268	1059	1060	2
NrA269	1063	471	1
NrA270	471	988	1
NrA271	988	1062	2
NrA272	1062	1061	2
NrA273	1061	1063	2
NrA274	1070	801	5
NrA275	1071	580	4
NrA276	1021	1025	1
NrA277	1025	1023	2
NrA278	1023	1024	1
NrA279	1086	1087	2
NrA280	1087	1088	12
NrA281	1088	1089	52
NrA282	1090	1091	6
NrA283	1091	1092	2
NrA284	48	1028	6
NrA285	1101	989	28
NrA286	1102	578	14
NrA287	1104	1105	7
NrA288	1105	1106	87
NrA289	745	1105	17
NrA290	1113	64	5
NrA291	64	1114	3
NrA292	1060	1076	10
NrA293	1076	1115	10
NrA294	1115	1080	15
NrA295	1080	1075	9
NrA296	1116	1117	113
NrA297	1117	1118	14
NrA298	1118	1119	10
NrA299	1119	1120	19
NrA300	1075	1122	113
NrA301	1127	1128	4
NrA302	1085	1087	2
NrA303	1087	1129	2
NrA304	1129	1127	22
NrA305	1014	777	17
NrA306	777	774	23
NrA307	108	772	4
NrA308	107	1130	23
NrA309	1130	108	19
NrA310	1051	115	7
NrA311	127	1051	5
NrA312	1140	1141	1
NrA313	1141	1021	4
NrA314	333	655	7
NrA315	1142	1144	22
NrA316	3	822	24
NrA317	822	1145	27
NrA318	55	3	18
NrA319	1024	1146	2
NrA320	1146	962	1
NrA321	962	1140	1
NrA322	1141	955	5
NrA323	960	1147	3
NrA324	789	1147	2
NrA325	789	960	3
NrA326	927	69	5
NrA327	926	789	6
NrA328	1147	1148	3
NrA329	920	279	10
NrA330	279	925	2
NrA331	1149	1150	4
NrA332	871	1149	4
NrA333	1151	1152	3
NrA334	511	1152	3
NrA335	1151	511	3
NrA336	937	638	4
NrA337	1153	937	3
NrA338	1153	638	3
NrA339	1152	1153	3
NrA340	1145	375	2
NrA341	1145	374	2
NrA342	375	632	12
NrA343	632	823	18
NrA344	823	4	23
NrA345	808	1155	2
NrA346	992	808	4
NrA347	1155	398	9
NrA348	398	377	32
NrA349	992	1155	4
NrA350	4	40	21
NrA351	377	2	22
NrA352	2	980	15
NrA353	980	1144	13
NrA354	1144	957	15
NrA355	634	631	5
NrA356	631	633	6
NrA357	945	1159	3
NrA358	1159	803	6
NrA359	945	803	7
NrA360	820	494	7
NrA361	494	391	9
NrA362	816	626	9
NrA363	816	624	4
NrA364	1020	1146	1
NrA365	1162	1089	2
NrA366	1089	1090	3
NrA367	1089	1091	5
NrA368	1091	622	22
NrA369	986	1165	2
NrA370	1165	403	12
NrA371	1167	855	2
NrA372	1167	854	2
NrA373	854	318	8
NrA374	811	1167	3
NrA375	29	474	14
NrA376	201	368	21
NrA377	1171	426	5
NrA378	867	1173	20
NrA379	1173	237	23
NrA380	237	1058	12
NrA381	1058	1174	8
NrA382	1175	867	18
NrA383	1175	452	16
NrA384	452	1169	18
NrA385	1169	481	15
NrA386	481	456	11
NrA387	198	410	4
NrA388	410	628	11
NrA389	1150	574	15
NrA390	574	872	10
NrA391	872	875	7
NrA392	875	560	43
NrA393	560	863	17
NrA394	9	1178	4
NrA395	1178	51	8
NrA396	899	1136	19
NrA397	1136	141	8
NrA398	141	126	13
NrA399	126	944	25
NrA400	944	1138	21
NrA401	1138	110	6
NrA402	843	841	4
NrA403	841	898	22
NrA404	898	623	11
NrA405	598	1109	18
NrA406	1180	1180	20
NrA407	342	1183	9
NrA408	953	1184	4
NrA409	1183	1184	8
NrA410	878	877	4
NrA411	1184	876	4
NrA412	876	878	4
NrA413	877	320	15
NrA414	1183	953	6
NrA415	1099	1099	16
NrA416	843	990	15
NrA417	990	1067	13
NrA418	1067	1066	10
NrA419	1066	1068	7
NrA420	1210	1070	2
NrA421	1211	1210	2
NrA422	580	1211	2
NrA423	1070	807	3
NrA424	834	1212	12
NrA425	1212	835	3
NrA426	1215	1217	3
NrA427	541	1218	3
NrA428	1218	1217	2
NrA429	1218	1215	3
NrA430	1217	556	2
NrA431	963	819	22
NrA432	819	340	15
NrA433	340	966	12
NrA434	966	815	21
NrA435	815	312	9
NrA436	312	814	10
NrA437	814	905	14
NrA438	905	418	16
NrA439	1176	1175	4
NrA440	1148	927	1
NrA441	627	839	10
NrA442	1122	1227	2
NrA443	1227	1116	2
NrA444	1162	1228	35
NrA445	1092	1162	6
NrA446	1161	151	8
NrA447	151	1092	13
NrA448	959	1053	3
NrA449	1174	959	3
NrA450	896	607	2
NrA451	896	605	3
NrA452	1128	1229	26
NrA453	1229	1086	2
NrA454	1086	1085	2
NrA455	1230	1096	4
NrA456	1096	1231	4
NrA457	1232	1233	4
NrA458	1233	1234	4
NrA459	456	864	8
NrA460	737	684	12
NrA461	1228	1163	19
NrA462	1163	1129	12
NrA463	1129	1229	2
NrA464	1120	1059	3
NrA465	625	965	24
NrA466	1104	746	17
NrA467	869	892	8
NrA468	1183	874	10
NrA469	873	953	7
NrA470	978	1178	3
NrA471	975	1176	4
NrA472	250	1289	14
NrA473	1289	787	19
NrA474	746	1302	29
NrA475	1302	798	19
NrA476	1112	1303	38
NrA477	1303	745	11
