Name:		lavras12
Optimal value:	11063
#Vehicles:	3
Capacity:	5400
Depot Node:	1231
#Nodes:		1231
#Edges:		1355
#Arcs:		458
#Required N:	0
#Required E:	247
#Required A:	23

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrE1157	572	676	9
NrE1158	676	659	10
NrE1159	659	668	18
NrE1160	668	669	10
NrE1161	669	672	12
NrE1162	672	673	12
NrE1163	673	674	9
NrE1164	674	675	10
NrE1170	526	529	9
NrE1171	484	593	18
NrE1172	484	15	15
NrE1173	590	1154	16
NrE1174	1154	1155	18
NrE1175	1155	1156	7
NrE1176	595	964	17
NrE1177	964	611	18
NrE1178	611	1157	15
NrE1179	446	595	6
NrE1180	1158	1159	2
NrE1181	1160	1158	3
NrE1182	1160	995	3
NrE1183	440	1160	4
NrE1184	1158	984	11
NrE1185	984	1161	16
NrE1186	1159	1160	2
NrE1187	1161	1162	2
NrE1188	1163	1162	3
NrE1189	1163	1164	4
NrE1190	1161	1163	4
NrE1191	1162	983	13
NrE1192	983	996	14
NrE1193	1165	1164	2
NrE1194	1164	1156	9
NrE1195	1156	1166	17
NrE1196	1165	1163	3
NrE1197	1048	1070	14
NrE1198	1070	1011	20
NrE1199	1167	994	7
NrE1200	994	1168	9
NrE1201	1168	1161	15
NrE1202	447	1169	21
NrE1203	1049	1169	7
NrE1204	1169	434	10
NrE1205	434	1070	9
NrE1206	611	1155	11
NrE1207	1155	1165	8
NrE1208	964	1154	8
NrE1209	1154	1168	13
NrE1210	1168	985	13
NrE1211	985	1159	8
NrE1212	590	1167	14
NrE1213	1167	987	12
NrE1214	987	554	13
NrE1215	1157	1166	4
NrE1216	1166	1170	5
NrE1217	1157	1170	6
NrE1218	430	447	10
NrE1219	447	435	10
NrE1220	435	1011	10
NrE1221	1011	918	9
NrE1222	918	21	19
NrE1223	1170	430	5
NrE1224	982	1116	11
NrE1225	838	1173	14
NrE1226	1174	591	13
NrE1227	591	524	4
NrE1228	524	510	6
NrE1229	510	871	10
NrE1230	610	414	31
NrE1231	414	1174	7
NrE1232	582	602	29
NrE1233	989	1175	31
NrE1234	1176	540	7
NrE1235	540	1177	12
NrE1236	557	490	43
NrE1237	1177	548	34
NrE1238	548	494	4
NrE1239	817	820	2
NrE1240	635	1075	6
NrE1241	637	1175	1
NrE1242	1175	821	1
NrE1243	821	818	4
NrE1244	818	635	1
NrE1245	1075	1083	2
NrE1246	1083	1084	3
NrE1247	1084	636	5
NrE1248	950	342	14
NrE1249	1119	331	19
NrE1250	331	347	18
NrE1251	347	355	8
NrE1252	355	318	12
NrE1253	1101	117	1
NrE1254	1090	1019	4
NrE1255	1185	1067	16
NrE1256	1187	1184	1
NrE1257	1184	1186	2
NrE1258	1186	1182	1
NrE1259	1182	1183	2
NrE1260	1183	1064	1
NrE1261	1064	1066	1
NrE1262	1066	1187	1
NrE1263	962	1136	2
NrE1264	870	65	21
NrE1265	65	868	13
NrE1266	595	590	2
NrE1267	1131	481	15
NrE1268	657	185	28
NrE1269	185	1188	8
NrE1270	1188	1189	6
NrE1271	1189	206	9
NrE1272	206	656	11
NrE1273	656	182	4
NrE1274	182	202	8
NrE1275	202	1190	8
NrE1276	1190	193	11
NrE1277	193	1191	9
NrE1278	1191	1009	17
NrE1279	1009	1192	20
NrE1280	1192	230	9
NrE1281	230	1036	10
NrE1282	1193	1194	13
NrE1283	1195	1196	25
NrE1284	1196	1197	25
NrE1285	1197	1198	22
NrE1286	1199	1200	13
NrE1287	1200	1201	10
NrE1288	1201	1193	15
NrE1289	1193	1202	19
NrE1290	1203	1204	25
NrE1291	1204	1205	25
NrE1292	1205	1206	22
NrE1293	1207	1208	13
NrE1294	1208	1204	13
NrE1295	1204	1196	13
NrE1296	1196	1209	13
NrE1297	1210	1211	14
NrE1298	1211	1205	14
NrE1299	1205	1197	13
NrE1300	1197	1212	13
NrE1301	1213	1214	13
NrE1302	1214	1203	13
NrE1303	1203	1195	13
NrE1304	1195	1215	14
NrE1305	1216	1217	13
NrE1306	1217	1206	13
NrE1307	1206	1198	14
NrE1308	1198	1218	13
NrE1309	1219	1202	13
NrE1310	1202	1218	8
NrE1311	1218	1212	22
NrE1312	1212	1209	25
NrE1313	1209	1215	25
NrE1314	1215	1220	6
NrE1315	1220	1221	8
NrE1316	1221	1222	15
NrE1317	1222	1223	20
NrE1318	1214	1208	24
NrE1319	1208	1211	25
NrE1320	1211	1217	22
NrE1321	1217	1200	19
NrE1322	1200	1224	13
NrE1323	1225	1226	14
NrE1324	1226	1213	27
NrE1325	1213	1207	24
NrE1326	1207	1210	24
NrE1327	1210	1216	22
NrE1328	1216	1199	19
NrE1329	1199	1227	19
NrE1330	1219	1194	20
NrE1331	1194	1224	27
NrE1332	1224	1227	15
NrE1333	827	1228	16
NrE1334	1228	1229	10
NrE1335	1227	305	13
NrE1336	1225	1223	65
NrE1337	1220	1221	20
NrE1338	1230	1219	6
NrE1339	1229	1230	2
NrE1340	943	1096	5
NrE1341	804	394	56
NrE1342	174	175	11
NrE1343	136	104	9
NrE1344	80	168	24
NrE1345	957	300	32
NrE1346	353	1118	18
NrE1348	1118	1119	3
NrE1349	1035	1135	2
NrE1350	855	1130	28
NrE1351	31	639	26
NrE1352	1143	652	28
NrE1353	1153	577	17
NrE1354	273	1231	14
NrE1355	1231	962	20

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A24	277	278	12	1	18
A25	278	279	8	1	12
A26	281	282	5	1	8
A28	284	281	6	1	9
A29	285	286	6	1	9
A30	286	287	5	1	8
A31	287	288	7	1	11
A32	288	289	6	1	9
A33	289	290	4	1	6
A37	292	295	5	1	8
A38	295	296	6	1	9
A39	296	297	7	1	11
A40	297	298	5	1	8
A41	298	299	6	1	9
A109	250	777	33	1	50
A204	909	910	14	1	21
A205	910	911	8	1	12
A210	911	920	23	1	35
A224	302	948	6	1	9
A225	948	949	5	1	8
A237	279	880	11	1	17
A301	1033	121	7	1	11
A302	133	1033	5	1	8

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	32
NrA2	2	3	16
NrA3	3	4	17
NrA4	4	5	22
NrA5	5	6	6
NrA6	6	7	13
NrA7	8	9	24
NrA8	15	16	21
NrA9	16	17	23
NrA10	17	18	19
NrA11	18	19	17
NrA12	19	20	17
NrA13	20	21	42
NrA14	52	53	13
NrA15	56	57	30
NrA16	57	58	15
NrA17	58	59	8
NrA18	59	44	16
NrA19	44	60	18
NrA20	156	157	12
NrA21	198	199	12
NrA22	199	200	9
NrA23	200	201	16
NrA27	283	284	1
NrA34	291	292	2
NrA35	293	291	2
NrA36	290	294	4
NrA42	305	306	64
NrA43	306	307	6
NrA44	311	312	26
NrA45	319	199	17
NrA46	199	320	21
NrA47	341	342	19
NrA48	321	343	11
NrA49	345	346	11
NrA50	375	376	3
NrA51	377	378	17
NrA52	305	382	7
NrA53	5	59	23
NrA54	385	361	5
NrA55	392	393	14
NrA56	393	382	37
NrA57	1	399	18
NrA58	399	400	9
NrA59	58	371	11
NrA60	371	6	14
NrA61	410	385	14
NrA62	385	362	8
NrA63	411	412	11
NrA64	412	413	7
NrA65	419	407	9
NrA66	407	420	7
NrA67	420	417	6
NrA68	417	201	13
NrA69	201	421	14
NrA70	421	410	3
NrA71	410	379	33
NrA72	379	422	15
NrA73	422	423	3
NrA74	423	424	19
NrA75	424	425	33
NrA76	428	429	15
NrA77	441	438	12
NrA78	438	442	10
NrA79	421	428	13
NrA80	400	439	15
NrA81	447	448	44
NrA82	497	498	25
NrA83	512	513	35
NrA84	557	542	3
NrA85	561	17	16
NrA86	579	535	8
NrA87	535	580	6
NrA88	619	620	12
NrA89	620	78	5
NrA90	78	156	5
NrA91	623	624	12
NrA92	624	1	24
NrA93	1	625	14
NrA94	626	627	23
NrA95	319	628	6
NrA96	423	561	13
NrA97	629	5	17
NrA98	630	437	22
NrA99	631	306	6
NrA100	307	633	4
NrA101	634	392	9
NrA102	649	8	5
NrA103	649	650	12
NrA104	650	401	21
NrA105	401	651	17
NrA106	655	649	40
NrA107	655	334	6
NrA108	97	111	5
NrA110	731	788	48
NrA111	405	380	2
NrA112	792	405	27
NrA113	793	381	25
NrA114	381	794	13
NrA115	629	650	23
NrA116	650	334	40
NrA117	795	60	13
NrA118	790	796	4
NrA119	800	801	14
NrA120	623	626	3
NrA121	802	803	22
NrA122	804	627	21
NrA123	341	805	16
NrA124	806	807	22
NrA125	628	412	9
NrA126	397	387	20
NrA127	387	810	13
NrA128	811	812	16
NrA129	812	386	15
NrA130	386	629	12
NrA131	7	649	7
NrA132	7	8	7
NrA133	8	370	11
NrA134	607	813	18
NrA135	813	814	7
NrA136	814	815	12
NrA137	815	816	5
NrA138	816	817	9
NrA139	817	818	27
NrA140	819	820	21
NrA141	821	819	4
NrA142	822	823	12
NrA143	824	825	12
NrA144	828	829	8
NrA145	829	802	7
NrA146	802	800	22
NrA147	828	830	8
NrA148	831	829	11
NrA149	628	801	4
NrA150	801	831	26
NrA151	831	832	6
NrA152	428	200	20
NrA153	200	842	19
NrA154	842	843	2
NrA155	320	429	14
NrA156	429	845	5
NrA157	320	846	10
NrA158	845	847	16
NrA159	847	848	2
NrA160	849	850	5
NrA161	850	846	14
NrA162	846	198	24
NrA163	20	846	16
NrA164	850	19	17
NrA165	849	845	7
NrA166	847	851	3
NrA167	852	848	4
NrA168	852	851	4
NrA169	851	849	15
NrA170	848	379	14
NrA171	422	364	16
NrA172	33	456	12
NrA173	456	854	10
NrA174	854	855	15
NrA175	855	449	18
NrA176	449	856	16
NrA177	425	859	6
NrA178	859	860	14
NrA179	860	858	12
NrA180	615	862	3
NrA181	863	615	10
NrA182	864	15	4
NrA183	865	866	4
NrA184	872	327	7
NrA185	327	873	10
NrA186	312	879	14
NrA187	874	312	13
NrA188	878	277	11
NrA189	277	327	29
NrA190	495	634	4
NrA191	881	614	16
NrA192	612	885	11
NrA193	382	596	7
NrA194	596	612	17
NrA195	886	887	12
NrA196	896	897	14
NrA197	897	396	21
NrA198	898	899	17
NrA199	896	365	20
NrA200	895	896	18
NrA201	365	895	25
NrA202	879	901	21
NrA203	870	902	10
NrA206	74	912	6
NrA207	912	913	2
NrA208	914	915	5
NrA209	916	917	13
NrA211	380	406	11
NrA212	406	418	8
NrA213	418	793	3
NrA214	930	908	4
NrA215	633	809	9
NrA216	633	932	4
NrA217	794	403	17
NrA218	403	629	20
NrA219	794	397	16
NrA220	651	794	24
NrA221	157	619	10
NrA222	917	53	20
NrA223	498	538	12
NrA226	413	21	11
NrA227	825	822	14
NrA228	966	967	1
NrA229	967	968	23
NrA230	968	625	13
NrA231	625	808	12
NrA232	60	966	15
NrA233	807	377	12
NrA234	971	972	27
NrA235	972	900	4
NrA236	900	973	2
NrA238	21	976	16
NrA239	976	977	16
NrA240	977	978	10
NrA241	978	886	16
NrA242	886	979	29
NrA243	378	811	18
NrA244	370	57	12
NrA245	820	990	9
NrA246	990	991	5
NrA247	991	992	12
NrA248	992	993	7
NrA249	993	605	17
NrA250	114	997	4
NrA251	1002	284	1
NrA252	284	1003	3
NrA253	942	1004	6
NrA254	1005	1006	3
NrA255	1007	283	3
NrA256	283	1002	1
NrA257	1008	1005	4
NrA258	9	965	3
NrA259	913	914	5
NrA260	1010	388	11
NrA261	1035	1036	2
NrA262	1036	238	7
NrA263	238	1037	12
NrA264	1037	240	11
NrA265	240	1038	12
NrA266	1038	1039	20
NrA267	1039	962	18
NrA268	1043	472	1
NrA269	472	975	1
NrA270	975	1042	2
NrA271	1042	1041	2
NrA272	1041	1043	2
NrA273	1050	790	5
NrA274	1051	581	4
NrA275	1004	1008	1
NrA276	1008	1006	2
NrA277	1006	1007	1
NrA278	1055	1056	2
NrA279	1056	1057	12
NrA280	1057	1058	52
NrA281	1059	1060	6
NrA282	1060	1061	2
NrA283	53	1010	6
NrA284	1070	976	28
NrA285	1071	579	14
NrA286	1073	1074	7
NrA287	1074	1075	87
NrA288	1082	730	48
NrA289	730	1074	17
NrA290	1083	69	5
NrA291	69	1084	3
NrA292	1089	1090	4
NrA293	1054	1056	2
NrA294	1056	1091	2
NrA295	1091	1089	22
NrA296	997	767	17
NrA297	767	764	23
NrA298	114	762	4
NrA299	113	1092	23
NrA300	1092	114	19
NrA303	1102	1103	1
NrA304	1103	1004	4
NrA305	334	655	7
NrA306	1104	1106	22
NrA307	3	811	24
NrA308	811	1107	27
NrA309	60	3	18
NrA310	1007	1108	2
NrA311	1108	949	1
NrA312	949	1102	1
NrA313	1103	942	5
NrA314	947	1109	3
NrA315	779	1109	2
NrA316	779	947	3
NrA317	915	74	5
NrA318	914	779	6
NrA319	1109	1110	3
NrA320	908	280	10
NrA321	280	913	2
NrA322	1111	1112	4
NrA323	860	1111	4
NrA324	1113	1114	3
NrA325	512	1114	3
NrA326	1113	512	3
NrA327	925	638	4
NrA328	1115	925	3
NrA329	1115	638	3
NrA330	1114	1115	3
NrA331	1107	376	2
NrA332	1107	375	2
NrA333	376	632	12
NrA334	632	812	18
NrA335	812	4	23
NrA336	797	1117	2
NrA337	979	797	4
NrA338	1117	399	9
NrA339	399	378	32
NrA340	979	1117	4
NrA341	4	44	21
NrA342	378	2	22
NrA343	2	967	15
NrA344	967	1106	13
NrA345	1106	944	15
NrA346	634	631	5
NrA347	631	633	6
NrA348	932	1121	3
NrA349	1121	792	6
NrA350	932	792	7
NrA351	809	495	7
NrA352	495	392	9
NrA353	805	626	9
NrA354	805	624	4
NrA355	1003	1108	1
NrA356	1124	1058	2
NrA357	1058	1059	3
NrA358	1058	1060	5
NrA359	1060	622	22
NrA360	973	1126	2
NrA361	1126	404	12
NrA362	1128	844	2
NrA363	1128	843	2
NrA364	843	319	8
NrA365	800	1128	3
NrA366	30	475	14
NrA367	201	369	21
NrA368	1132	427	5
NrA369	856	1134	20
NrA370	1134	237	23
NrA371	237	1040	12
NrA372	1040	1135	8
NrA373	1136	856	18
NrA374	1136	453	16
NrA375	453	1130	18
NrA376	1130	482	15
NrA377	482	457	11
NrA378	198	411	4
NrA379	411	628	11
NrA380	1112	575	15
NrA381	575	861	10
NrA382	861	864	7
NrA383	864	561	43
NrA384	561	852	17
NrA385	9	1139	4
NrA386	1139	56	8
NrA387	888	1098	19
NrA388	1098	143	8
NrA389	143	132	13
NrA390	132	931	25
NrA391	931	1100	21
NrA392	1100	116	6
NrA393	832	830	4
NrA394	830	887	22
NrA395	887	623	11
NrA396	598	1079	18
NrA397	1141	1141	20
NrA398	343	1144	9
NrA399	940	1145	4
NrA400	1144	1145	8
NrA401	867	866	4
NrA402	1145	865	4
NrA403	865	867	4
NrA404	866	321	15
NrA405	1144	940	6
NrA406	1068	1068	16
NrA407	832	977	15
NrA408	977	1047	13
NrA409	1047	1046	10
NrA410	1046	1048	7
NrA411	1171	1050	2
NrA412	1172	1171	2
NrA413	581	1172	2
NrA414	1050	796	3
NrA415	823	1173	12
NrA416	1173	824	3
NrA417	1176	1178	3
NrA418	542	1179	3
NrA419	1179	1178	2
NrA420	1179	1176	3
NrA421	1178	557	2
NrA422	950	808	22
NrA423	808	341	15
NrA424	341	953	12
NrA425	953	804	21
NrA426	804	313	9
NrA427	313	803	10
NrA428	803	893	14
NrA429	893	419	16
NrA430	1137	1136	4
NrA431	1110	915	1
NrA432	627	828	10
NrA433	1124	1180	35
NrA434	1061	1124	6
NrA435	1123	151	8
NrA436	151	1061	13
NrA437	946	1035	3
NrA438	1135	946	3
NrA439	885	607	2
NrA440	885	605	3
NrA441	1090	1181	26
NrA442	1181	1055	2
NrA443	1055	1054	2
NrA444	1182	1065	4
NrA445	1065	1183	4
NrA446	1184	1185	4
NrA447	1185	1186	4
NrA448	457	853	8
NrA449	1180	1125	19
NrA450	1125	1091	12
NrA451	1091	1181	2
NrA452	625	952	24
NrA453	1073	731	17
NrA454	858	881	8
NrA455	1144	863	10
NrA456	862	940	7
NrA457	965	1139	3
NrA458	962	1137	4
