Name:		lavras09
Optimal value:	9085
#Vehicles:	3
Capacity:	5400
Depot Node:	878
#Nodes:		906
#Edges:		875
#Arcs:		447
#Required N:	36
#Required E:	88
#Required A:	48

ReN.	DEMAND	S. COST
N131	1	20
N342	1	20
N358	1	20
N657	1	20
N686	1	20
N705	1	20
N710	1	20
N715	1	20
N879	1	20
N880	1	20
N881	1	20
N882	1	20
N883	1	20
N884	1	20
N885	1	20
N886	1	20
N887	1	20
N888	1	20
N889	1	20
N890	1	20
N891	1	20
N892	1	20
N893	1	20
N894	1	20
N895	1	20
N896	1	20
N897	1	20
N898	1	20
N899	1	20
N900	1	20
N901	1	20
N902	1	20
N903	1	20
N904	1	20
N905	1	20
N906	1	20

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrA263	551	556	41
NrA264	744	21	18
NrA265	260	7	5
NrA266	44	74	6
NrA267	63	43	6
NrA268	658	504	17
NrA269	504	501	23
NrA270	133	499	4
NrA271	126	749	23
NrA272	749	133	19
NrA273	754	753	2
NrA274	753	755	7
NrA275	755	756	3
NrA276	758	759	13
NrA277	759	754	12
NrA278	756	760	9
NrA279	760	761	9
NrA280	765	669	3
NrA281	739	6	8
NrA282	766	739	8
NrA283	768	769	2
NrA284	767	6	2
NrA285	766	767	2
NrA286	669	769	3
NrA287	9	766	6
NrA288	769	9	4
NrA289	770	765	6
NrA290	770	768	3
NrA291	7	770	5
NrA292	647	771	3
NrA293	516	771	2
NrA294	516	647	3
NrA295	625	28	5
NrA296	624	516	6
NrA297	771	772	3
NrA298	621	259	10
NrA299	259	623	2
NrA300	773	774	3
NrA301	306	774	3
NrA302	773	306	3
NrA303	629	333	4
NrA304	775	629	3
NrA305	775	333	3
NrA306	774	775	3
NrA307	362	330	5
NrA308	362	329	6
NrA309	330	773	13
NrA310	650	297	4
NrA311	650	296	5
NrA312	297	776	13
NrA313	776	649	53
NrA314	2	288	14
NrA315	598	782	20
NrA316	782	223	23
NrA317	223	677	12
NrA318	677	783	8
NrA319	784	598	18
NrA320	784	269	16
NrA321	269	780	18
NrA322	780	295	15
NrA323	295	272	11
NrA324	135	613	10
NrA325	613	763	19
NrA326	735	725	2
NrA327	725	729	5
NrA328	729	736	5
NrA329	699	698	2
NrA330	698	357	2
NrA331	761	788	1
NrA332	788	789	6
NrA333	789	758	4
NrA334	758	754	6
NrA335	756	761	5
NrA336	785	784	4
NrA337	341	363	3
NrA338	363	349	3
NrA339	349	483	2
NrA340	772	625	1
NrA341	799	800	4
NrA342	800	801	2
NrA343	801	802	5
NrA344	802	799	1
NrA345	646	672	3
NrA346	783	646	3
NrA353	666	664	1
NrA354	468	445	2
NrA355	446	466	2
NrA356	390	814	15
NrA357	814	471	13
NrA358	471	663	2
NrA360	272	595	8
NrA361	659	639	5
NrA362	608	457	23
NrA363	457	455	35
NrA364	455	394	27
NrA365	395	456	27
NrA366	456	458	35
NrA367	458	609	23
NrA368	476	812	13
NrA369	811	477	12
NrA370	428	439	5
NrA371	438	448	5
NrA372	369	422	7
NrA373	414	376	8
NrA374	375	415	9
NrA398	368	844	2
NrA399	844	390	2
NrA400	845	413	5
NrA401	858	859	11
NrA402	859	430	11
NrA403	430	478	2
NrA404	394	804	24
NrA405	805	395	25
NrA406	401	431	2
NrA407	431	859	14
NrA408	376	858	12
NrA409	866	354	8
NrA410	354	867	6
NrA411	867	868	4
NrA412	868	869	5
NrA413	869	870	2
NrA414	870	871	2
NrA415	871	872	4
NrA416	872	866	3
NrA417	867	331	12
NrA418	871	877	15
NrA419	877	872	16
NrA420	703	428	6
NrA421	640	637	44
NrA422	448	815	6
NrA423	651	785	4
NrA425	271	879	6
NrA426	879	596	4
NrA427	356	882	25
NrA428	882	460	65
NrA429	453	883	8
NrA430	883	437	52
NrA431	412	884	18
NrA432	884	397	17
NrA433	429	885	4
NrA434	885	380	13
NrA435	379	886	11
NrA436	886	409	53
NrA437	887	379	7
NrA438	888	887	12
NrA439	889	888	7
NrA440	378	890	6
NrA441	890	889	8
NrA442	442	891	5
NrA443	891	443	25
NrA444	384	892	8
NrA445	892	365	16
NrA446	726	896	6
NrA447	896	557	7
