Name:		lavras10
Optimal value:	12197
#Vehicles:	3
Capacity:	5400
Depot Node:	863
#Nodes:		863
#Edges:		859
#Arcs:		400
#Required N:	0
#Required E:	236
#Required A:	43

ReN.	DEMAND	S. COST

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
NrA329	789	307	15
NrA330	307	284	11
NrA331	147	618	10
NrA332	618	772	19
NrA333	739	729	2
NrA334	729	733	5
NrA335	733	740	5
NrA336	709	708	2
NrA337	708	369	2
NrA338	770	797	1
NrA339	797	798	6
NrA340	798	767	4
NrA341	767	763	6
NrA342	765	770	5
NrA343	794	793	4
NrA344	353	375	3
NrA345	375	361	3
NrA346	361	495	2
NrA347	781	630	1
NrA348	809	810	4
NrA349	810	811	2
NrA350	811	812	5
NrA351	812	809	1
NrA352	652	681	3
NrA353	792	652	3
NrA354	674	672	1
NrA355	480	457	2
NrA356	458	478	2
NrA357	402	820	15
NrA358	820	483	13
NrA359	483	671	2
NrA360	284	600	8
NrA361	667	645	5
NrA362	613	469	23
NrA364	467	406	27
NrA365	407	468	27
NrA366	468	470	35
NrA367	470	614	23
NrA368	488	818	13
NrA369	817	489	12
NrA370	440	451	5
NrA371	450	460	5
NrA372	381	434	7
NrA373	426	388	8
NrA374	387	427	9
NrA375	380	829	2
NrA376	829	402	2
NrA377	830	425	5
NrA378	843	844	11
NrA379	844	442	11
NrA380	442	490	2
NrA381	406	814	24
NrA382	815	407	25
NrA383	413	443	2
NrA384	443	844	14
NrA385	388	843	12
NrA386	851	366	8
NrA387	366	852	6
NrA388	852	853	4
NrA389	853	854	5
NrA390	854	855	2
NrA391	855	856	2
NrA392	856	857	4
NrA393	857	851	3
NrA394	852	343	12
NrA395	856	862	15
NrA396	862	857	16
NrA397	713	440	6
NrA398	646	643	44
NrA399	460	822	6
NrA400	658	794	4
